Gene	Summed p values	Name
ZNF8	1.6686697455609962	zinc finger protein 8
N4BP2L2-IT2	1.6688673677981831	N4BPL2 intronic transcript 2
TNNC1	1.6688994803227528	troponin C1, slow skeletal and cardiac type
OR5C1	1.668946553766995	olfactory receptor family 5 subfamily C member 1
PFN3	1.6690235368942017	profilin 3
BTN3A3	1.6691324880152671	butyrophilin subfamily 3 member A3
PBK	1.6693121798584996	PDZ binding kinase
HEG1	1.6693561370161396	heart development protein with EGF like domains 1
DNAL1	1.6693674547282218	dynein axonemal light chain 1
BAGE	1.669581806285227	B melanoma antigen
KLHL2	1.6697167222077682	kelch like family member 2
PNPLA3	1.6700044378424215	patatin like phospholipase domain containing 3
PJA1	1.6701508915371128	praja ring finger ubiquitin ligase 1
DCBLD1	1.6701815256822847	discoidin, CUB and LCCL domain containing 1
ELFN2	1.6703223582710172	extracellular leucine rich repeat and fibronectin type III domain containing 2
RPL7	1.6703475862337653	ribosomal protein L7
CORT	1.6703575660627281	cortistatin
PRKCG	1.6703885231656832	protein kinase C gamma
GPX6	1.6705868885683057	glutathione peroxidase 6
FAM83C	1.6705907982181472	family with sequence similarity 83 member C
MCM3	1.670593630268402	minichromosome maintenance complex component 3
TMEM11	1.6706447608668482	transmembrane protein 11
GPR83	1.6707153864456084	G protein-coupled receptor 83
KIAA1033	1.6707195831676591	WASH complex subunit 4
TTC40	1.670907042365339	cilia and flagella associated protein 46
NTN1	1.671100482856822	netrin 1
EFCAB1	1.671118185019274	calaxin
C6orf164	1.6712090246509108	long intergenic non-protein coding RNA 1590
LRRC66	1.6713376906649346	leucine rich repeat containing 66
NR2F1-AS1	1.6713514682414619	NR2F1 antisense RNA 1
SLC24A3	1.6715428124575888	solute carrier family 24 member 3
LOC727751	1.67189963885573	golgin A2 pseudogene(LOC727751)
TXN	1.6719174953638138	thioredoxin
MRPS33	1.6719567826365138	mitochondrial ribosomal protein S33
KRT9	1.6719911257041473	keratin 9
JPH3	1.672339969112388	junctophilin 3
PAX1	1.6725818512220851	paired box 1
FAM46B	1.6726552332629472	terminal nucleotidyltransferase 5B
DCAF12	1.6727073553904042	DDB1 and CUL4 associated factor 12
KLRG2	1.672786598909283	killer cell lectin like receptor G2
GGT6	1.6728069391261942	gamma-glutamyltransferase 6
ATAD1	1.6728788912601495	ATPase family AAA domain containing 1
BCL6B	1.6728953766002244	BCL6B transcription repressor
ALG14	1.6729837792221325	ALG14 UDP-N-acetylglucosaminyltransferase subunit
AJAP1	1.6734447940327397	adherens junctions associated protein 1
LINC01118	1.6734764254925323	long intergenic non-protein coding RNA 1118
HAP1	1.6735220583736572	huntingtin associated protein 1
CALD1	1.673682100818189	caldesmon 1
KRTAP5-9	1.6737926310362785	keratin associated protein 5-9
TSPAN16	1.673919150222027	tetraspanin 16
ZNF573	1.6740415649023928	zinc finger protein 573
CSMD1	1.6742105756027743	CUB and Sushi multiple domains 1
FKBP11	1.6742874749560919	FKBP prolyl isomerase 11
DDN	1.6743037016948576	dendrin
ATP6V1H	1.6743827774893862	ATPase H+ transporting V1 subunit H
TMEM132E	1.6746062972639764	transmembrane protein 132E
FAM227B	1.6746983246909313	family with sequence similarity 227 member B
JOSD2	1.6747255654305062	Josephin domain containing 2
TCERG1L	1.6747423989124814	transcription elongation regulator 1 like
KRT2	1.6747887247741313	keratin 2
PTPRJ	1.6749943051656568	protein tyrosine phosphatase receptor type J
STK16	1.6751668000665563	serine/threonine kinase 16
MDM4	1.6751819522749416	MDM4 regulator of p53
SNURF	1.6755303301438138	SNRPN upstream open reading frame
DDAH2	1.6755989250393069	dimethylarginine dimethylaminohydrolase 2
FBN3	1.6760629001351441	fibrillin 3
LOC100506123	1.676183667926822	
CDH22	1.6763313023059219	cadherin 22
TATDN3	1.6764852304757842	TatD DNase domain containing 3
NPHP1	1.6765220840318098	nephrocystin 1
EP400NL	1.6765604146285678	EP400 pseudogene 1
ASCL1	1.6766981896834554	achaete-scute family bHLH transcription factor 1
LOC286370	1.6770950784961243	
TTC12	1.6774461161121401	tetratricopeptide repeat domain 12
TRIM59	1.6775822684797763	tripartite motif containing 59
TXLNG	1.678040852991082	taxilin gamma
BAAT	1.6780986326750287	bile acid-CoA:amino acid N-acyltransferase
SMYD3	1.6781172463505907	SET and MYND domain containing 3
GLRX2	1.6782221751406303	glutaredoxin 2
PPP2R5B	1.6784434707515734	protein phosphatase 2 regulatory subunit B'beta
EGFLAM	1.6784772470572666	EGF like, fibronectin type III and laminin G domains
LRRC3B	1.6786101383458056	leucine rich repeat containing 3B
FHAD1	1.6787266053439094	forkhead associated phosphopeptide binding domain 1
FGF20	1.678854051165892	fibroblast growth factor 20
ARMCX5	1.6789605060270354	armadillo repeat containing X-linked 5
MIB1	1.6791877424548443	MIB E3 ubiquitin protein ligase 1
ARL1	1.6791953731235567	ADP ribosylation factor like GTPase 1
DYDC1	1.6794191649698715	DPY30 domain containing 1
LINC00548	1.6794334842643006	long intergenic non-protein coding RNA 548
SERPINC1	1.679527441716932	serpin family C member 1
HCAR3	1.6796110659961025	hydroxycarboxylic acid receptor 3
ZNRF3	1.679710141693349	zinc and ring finger 3
HIST3H3	1.680114778191816	H3.4 histone
HYLS1	1.680118827172501	HYLS1 centriolar and ciliogenesis associated
CDK16	1.6802490137231418	cyclin dependent kinase 16
ARID3A	1.6805734608339862	AT-rich interaction domain 3A
C8orf86	1.6807656003567666	chromosome 8 open reading frame 86
CLDN11	1.680785067901926	claudin 11
RESP18	1.6811366351038974	regulated endocrine specific protein 18
TBC1D1	1.6811666617856802	TBC1 domain family member 1
PHF20	1.681221368190625	PHD finger protein 20
C17orf47	1.6813024287542147	septin 4
CA3	1.6813413125336907	carbonic anhydrase 3
CKLF	1.6815644010324493	chemokine like factor
EIF3B	1.6816052603301512	eukaryotic translation initiation factor 3 subunit B
KLRK1	1.6816919055296256	killer cell lectin like receptor K1
APOC2	1.6817051938334786	apolipoprotein C2
FOXJ1	1.6817245059961445	forkhead box J1
FIGNL2	1.6818618737847113	fidgetin like 2
PRDM8	1.6819255927742272	PR/SET domain 8
SPRR1A	1.6819538376369358	small proline rich protein 1A
ZNF317	1.6819624443906942	zinc finger protein 317
SMTNL1	1.6823093814606154	smoothelin like 1
MAPK1IP1L	1.6823189457318288	mitogen-activated protein kinase 1 interacting protein 1 like
GPX8	1.6824501081649106	glutathione peroxidase 8 (putative)
MMRN1	1.68249662952374	multimerin 1
TXLNA	1.6827934816124386	taxilin alpha
CADM2	1.682882025787344	cell adhesion molecule 2
AADACL4	1.6829104370437202	arylacetamide deacetylase like 4
CHCHD6	1.683056813222056	coiled-coil-helix-coiled-coil-helix domain containing 6
NLRP11	1.683083224481634	NLR family pyrin domain containing 11
SNORA19	1.6831455097965402	small nucleolar RNA, H/ACA box 19
OR14C36	1.683148462006411	olfactory receptor family 14 subfamily C member 36
ARHGDIB	1.6833588361329668	Rho GDP dissociation inhibitor beta
KIAA0391	1.6833735322953378	protein only RNase P catalytic subunit
SPIRE2	1.6834795229784014	spire type actin nucleation factor 2
STAC2	1.6835951633382762	SH3 and cysteine rich domain 2
SMC5	1.683635190019991	structural maintenance of chromosomes 5
SLC7A5	1.683703315016158	solute carrier family 7 member 5
IL2RA	1.6838881775113843	interleukin 2 receptor subunit alpha
C7orf49	1.683896646372162	cell cycle regulator of NHEJ
MRPS26	1.683920297331362	mitochondrial ribosomal protein S26
SYNPO2	1.684000567156344	synaptopodin 2
BTK	1.6840315175109102	Bruton tyrosine kinase
NKAIN2	1.6841198538042108	sodium/potassium transporting ATPase interacting 2
OR2Z1	1.6841904873456657	olfactory receptor family 2 subfamily Z member 1
TMCC3	1.6841910097366328	transmembrane and coiled-coil domain family 3
ZNF671	1.6842013026239147	zinc finger protein 671
SPRR2D	1.6842619104254186	small proline rich protein 2D
SMAD9	1.6842790494497182	SMAD family member 9
SCYL2	1.6846198394347054	SCY1 like pseudokinase 2
DLX4	1.6846363910758775	distal-less homeobox 4
CCNA1	1.6848845519022886	cyclin A1
ATP5G1	1.6849153057002169	ATP synthase membrane subunit c locus 1
ZNF837	1.6849719809214294	zinc finger protein 837
C16orf91	1.6851003593793406	chromosome 16 open reading frame 91
CDH4	1.685357606226387	cadherin 4
SNAI1	1.6853691728634423	snail family transcriptional repressor 1
SAMSN1	1.685534459477596	SAM domain, SH3 domain and nuclear localization signals 1
PGAP2	1.6862461529583497	post-GPI attachment to proteins 2
TPST2	1.6862644448334936	tyrosylprotein sulfotransferase 2
POM121	1.686693163329652	POM121 transmembrane nucleoporin
NFIL3	1.6867767109338234	nuclear factor, interleukin 3 regulated
MRO	1.6867951529136422	maestro
XRCC3	1.686956481221504	X-ray repair cross complementing 3
CNTN2	1.6870695552370107	contactin 2
PAN2	1.687076408508019	poly(A) specific ribonuclease subunit PAN2
SNORA72	1.687189268318264	small nucleolar RNA, H/ACA box 72
ZNF846	1.6876204775179073	zinc finger protein 846
NEURL2	1.687777369494563	neuralized E3 ubiquitin protein ligase 2
MED17	1.68778254266894	mediator complex subunit 17
C4orf33	1.6877858192764934	chromosome 4 open reading frame 33
EIF1AY	1.6881623817693838	eukaryotic translation initiation factor 1A Y-linked
CDC23	1.6882762708455692	cell division cycle 23
CDC14C	1.6883951566387712	cell division cycle 14C
KMT2A	1.6885261922952233	lysine methyltransferase 2A
SST	1.6891315514962522	somatostatin
WNT10A	1.6891492101591083	Wnt family member 10A
SEL1L3	1.68919422389522	SEL1L family member 3
NKAIN3	1.6892237892828024	sodium/potassium transporting ATPase interacting 3
LRP6	1.6895116386619327	LDL receptor related protein 6
MAPKAPK3	1.6895181096182934	MAPK activated protein kinase 3
PSPC1	1.6895256532293685	paraspeckle component 1
VPS53	1.6895682797104006	VPS53 subunit of GARP complex
PCDHGA11	1.6896469545051485	protocadherin gamma subfamily A, 11
RYR2	1.690058198511186	ryanodine receptor 2
FAM162A	1.6900841364116486	family with sequence similarity 162 member A
CRYBB1	1.690128809411897	crystallin beta B1
PHYHIPL	1.6901807277365937	phytanoyl-CoA 2-hydroxylase interacting protein like
SMEK2	1.6902808170917838	protein phosphatase 4 regulatory subunit 3B
SMPD3	1.6902811367670658	sphingomyelin phosphodiesterase 3
ADPRHL1	1.6904013298259608	ADP-ribosylhydrolase like 1
SLC22A6	1.6905308647710622	solute carrier family 22 member 6
B3GALNT1	1.6906991584662998	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)
MYF5	1.690766926052218	myogenic factor 5
MYO5A	1.6908987393123043	myosin VA
SLC25A44	1.6909393934374806	solute carrier family 25 member 44
CCDC30	1.6909856339329496	coiled-coil domain containing 30
DDX60	1.6911990459874908	DExD/H-box helicase 60
RFESD	1.691230372635725	Rieske Fe-S domain containing
ALDH1A3	1.6914962330462757	aldehyde dehydrogenase 1 family member A3
TK2	1.6915014282978	thymidine kinase 2
TREH	1.691573638901203	trehalase
PER1	1.691978267704991	period circadian regulator 1
GIP	1.692192220929972	gastric inhibitory polypeptide
ENO3	1.6922720195615728	enolase 3
TCEAL1	1.6923304582716385	transcription elongation factor A like 1
OR2G6	1.6923589969355866	olfactory receptor family 2 subfamily G member 6
HIST1H2BD	1.6923735878930366	H2B clustered histone 5
ITGA4	1.6925743077748763	integrin subunit alpha 4
ABCA9	1.692651328669918	ATP binding cassette subfamily A member 9
NKX6-1	1.6927780746220384	NK6 homeobox 1
KRTAP2-2	1.6929230745393307	keratin associated protein 2-2
LOC100271832	1.692991393373376	
C16orf93	1.6929983872873675	cilia and flagella associated protein 119
PPP4C	1.693563154751132	protein phosphatase 4 catalytic subunit
C1orf189	1.6935654049191693	cilia and flagella associated protein 141
CCDC126	1.693577828386688	coiled-coil domain containing 126
MERTK	1.6936702899181733	MER proto-oncogene, tyrosine kinase
ZBTB38	1.694401127916691	zinc finger and BTB domain containing 38
ZCCHC2	1.6944111727830231	zinc finger CCHC-type containing 2
MUL1	1.6946112412590246	mitochondrial E3 ubiquitin protein ligase 1
ZNF771	1.694818427551568	zinc finger protein 771
DUSP9	1.6949304208703024	dual specificity phosphatase 9
SLC5A1	1.6949950996592476	solute carrier family 5 member 1
ZBED2	1.69568612414727	zinc finger BED-type containing 2
OTP	1.6962235745472847	orthopedia homeobox
DKKL1	1.6963145278880014	dickkopf like acrosomal protein 1
PDE9A	1.6963422662363334	phosphodiesterase 9A
NXF2	1.69637592183415	nuclear RNA export factor 2
COPZ2	1.6965545510495614	COPI coat complex subunit zeta 2
RRP12	1.6966247535685528	ribosomal RNA processing 12 homolog
NEIL1	1.6966456589563874	nei like DNA glycosylase 1
HMBS	1.6966798768303766	hydroxymethylbilane synthase
ZNF768	1.6967708144999116	zinc finger protein 768
FAM9B	1.6968981545881954	family with sequence similarity 9 member B
TMEM67	1.6969119104555048	transmembrane protein 67
OR10J1	1.6969174423808102	olfactory receptor family 10 subfamily J member 1
NPBWR2	1.6975737433460272	neuropeptides B and W receptor 2
SNORA41	1.6977361836628435	small nucleolar RNA, H/ACA box 41
RPS6KA4	1.6977395417232302	ribosomal protein S6 kinase A4
C14orf39	1.697759479100202	chromosome 14 open reading frame 39
MICAL3	1.697827977679047	microtubule associated monooxygenase, calponin and LIM domain containing 3
AGBL1	1.6979140322081694	AGBL carboxypeptidase 1
CCR4	1.6979774092004587	C-C motif chemokine receptor 4
FSTL1	1.698071897583611	follistatin like 1
TFAM	1.698108023178	transcription factor A, mitochondrial
ADM2	1.6981298821592175	adrenomedullin 2
HELB	1.698192333699823	DNA helicase B
YJEFN3	1.698234814845846	YjeF N-terminal domain containing 3
AGER	1.698560227409991	advanced glycosylation end-product specific receptor
APOL1	1.6989408331129137	apolipoprotein L1
SEC63	1.6989639890648862	SEC63 homolog, protein translocation regulator
IBA57-AS1	1.6992232630098143	IBA57 divergent transcript
ADAMTS9	1.6993273392423365	ADAM metallopeptidase with thrombospondin type 1 motif 9
CXorf65	1.6994698813206708	chromosome X open reading frame 65
SOX15	1.6996102844410497	SRY-box transcription factor 15
SLC25A41	1.6996827843858324	solute carrier family 25 member 41
POP1	1.699926009272928	POP1 homolog, ribonuclease P/MRP subunit
GFPT2	1.6999327177782977	glutamine-fructose-6-phosphate transaminase 2
RPL23AP64	1.6999960265758236	ribosomal protein L23a pseudogene 64
GART	1.7000208464572515	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
TTYH1	1.7001571776714468	tweety family member 1
CARD17	1.7002215243909777	caspase recruitment domain family member 17
DNAJB1	1.7003366011139383	DnaJ heat shock protein family (Hsp40) member B1
WNK1	1.700388752444702	WNK lysine deficient protein kinase 1
TMEM95	1.7004904116984445	transmembrane protein 95
PTGS1	1.700637364459531	prostaglandin-endoperoxide synthase 1
CYB5B	1.7007142815174925	cytochrome b5 type B
SLAIN2	1.7007587160129762	SLAIN motif family member 2
KRTAP21-2	1.7007816180944484	keratin associated protein 21-2
GLTPD2	1.70103080172282	glycolipid transfer protein domain containing 2
FAM101B	1.701104553271211	refilin B
SNORA46	1.7011049987458189	small nucleolar RNA, H/ACA box 46
FATE1	1.7012904128188908	fetal and adult testis expressed 1
PGK1	1.7013238921715441	phosphoglycerate kinase 1
BEX4	1.7015410336592969	brain expressed X-linked 4
DHX35	1.7015764256237338	DEAH-box helicase 35
PIH1D1	1.7015929105868248	PIH1 domain containing 1
MCTP2	1.7016916297493416	multiple C2 and transmembrane domain containing 2
CDKL3	1.7018528799357213	cyclin dependent kinase like 3
KRT75	1.70217710843332	keratin 75
INPP5F	1.702236286062028	inositol polyphosphate-5-phosphatase F
SGK223	1.7022730155145238	PEAK1 related, kinase-activating pseudokinase 1
PCDHB14	1.702276519777182	protocadherin beta 14
OR14I1	1.7025849682500933	olfactory receptor family 14 subfamily I member 1
SSH1	1.7028364288402529	slingshot protein phosphatase 1
ADRA1A	1.7032030346233773	adrenoceptor alpha 1A
CCAR1	1.7032879438797133	cell division cycle and apoptosis regulator 1
CEP72	1.703408539980054	centrosomal protein 72
ITPK1-AS1	1.7034396194210708	ITPK1 antisense RNA 1
PARD3B	1.7035109415467844	par-3 family cell polarity regulator beta
GAS6-AS1	1.7036301968520577	GAS6 antisense RNA 1
HOXA3	1.704276214833699	homeobox A3
VPS45	1.7045194306943623	vacuolar protein sorting 45 homolog
MED14	1.7045947485896287	mediator complex subunit 14
TMEM139	1.7048861848692827	transmembrane protein 139
DOCK3	1.7049355457924245	dedicator of cytokinesis 3
LOC441455	1.7050391123016913	makorin ring finger protein 1 pseudogene(LOC441455)
PRPH	1.7050972850590633	peripherin
DPT	1.7051914595635107	dermatopontin
POM121L2	1.7052266803622975	POM121 transmembrane nucleoporin like 2
GCNT3	1.7052268513962119	glucosaminyl (N-acetyl) transferase 3, mucin type
CASP8	1.705368188349218	caspase 8
PPFIA1	1.7055239727329852	PTPRF interacting protein alpha 1
EXD3	1.7056229301174932	exonuclease 3'-5' domain containing 3
MBLAC1	1.7056766798198875	metallo-beta-lactamase domain containing 1
ATN1	1.705690973867133	atrophin 1
TRIM50	1.706104999670228	tripartite motif containing 50
PLD4	1.7061896517344541	phospholipase D family member 4
NOP14	1.7062556213004323	NOP14 nucleolar protein
TPP1	1.706343803832226	tripeptidyl peptidase 1
CLEC2D	1.706441134921819	C-type lectin domain family 2 member D
PLCD1	1.7064591426020568	phospholipase C delta 1
FBXO16	1.7064604042662719	F-box protein 16
GPR156	1.7065043476646076	G protein-coupled receptor 156
PORCN	1.7065754043838697	porcupine O-acyltransferase
MST1R	1.7069130846240457	macrophage stimulating 1 receptor
PARS2	1.7070041948076051	prolyl-tRNA synthetase 2, mitochondrial
SNAR-B2	1.7073801703688765	small NF90 (ILF3) associated RNA B2
HLA-DQA2	1.707557411984121	major histocompatibility complex, class II, DQ alpha 2
